Cable type (Backhaul/Subsea),On-Net,Cable Network,Cable Segment,Segment,A PoP,A-end Country,A PoP Status,A Pop Type,Z PoP,B-end Country,Z PoP Status,Z Pop Type,Product,RTD(ms),Weight,Supplier/Provider,"1 Akoranga Drive, Northcote, Auckland 0627, New Zealand"
Subsea,,SMW3 CABLE NETWORK,SMW3 S4 [MBAI PENG],,PNCS,#N/A,In Service,Carrier - Cable Station,MBAI,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S4 [MBAI PYAP],,PYLS,#N/A,In Service,Carrier - Cable Station,MBAI,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S4 [MBAI SATN],,SATS,#N/A,In Service,Carrier - Cable Station,MBAI,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S4 [MBAI TUAS],,TUAS,SINGAPORE,In Service,Telstra International POP,MBAI,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S4 [MEDN TUAS],,TUAS,SINGAPORE,In Service,Telstra International POP,MEDN,#N/A,In Service,Carrier - POP,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S4 [MTLA TUAS],,TUAS,SINGAPORE,In Service,Telstra International POP,MTLA,#N/A,In Service,Carrier - POP,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S4 [PENG TUAS],,TUAS,SINGAPORE,In Service,Telstra International POP,PNCS,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S4 [PYAP SATN],,SATS,#N/A,In Service,Carrier - Cable Station,PYLS,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S4 [PYAP TUAS],,TUAS,SINGAPORE,In Service,Telstra International POP,PYLS,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S4 [SATN TUAS],,TUAS,SINGAPORE,In Service,Telstra International POP,SATS,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S5,,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S5 [DJIB FUJA],,FUJA,UNITED ARAB EMIRATES,In Service,Carrier - Cable Station,DJIB,DJIBOUTI,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S5 [DJIB KCHI],,KHI&,#N/A,In Service,Customer Premises - Generic,DJIB,DJIBOUTI,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S5 [DJIB MASQ],,MCT&,#N/A,In Service,Customer Premises - Generic,DJIB,DJIBOUTI,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S5 [DJIB MBAI],,MBAI,#N/A,In Service,Carrier - Cable Station,DJIB,DJIBOUTI,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S5 [FUJA KCHI],,KHI&,#N/A,In Service,Customer Premises - Generic,FUJA,UNITED ARAB EMIRATES,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S5 [FUJA MASQ],,MCT&,#N/A,In Service,Customer Premises - Generic,FUJA,UNITED ARAB EMIRATES,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S5 [FUJA MBAI],,MBAI,#N/A,In Service,Carrier - Cable Station,FUJA,UNITED ARAB EMIRATES,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S5 [KCHI MBAI],,MBAI,#N/A,In Service,Carrier - Cable Station,KHI&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S5 [MBAI MASQ],,MCT&,#N/A,In Service,Customer Premises - Generic,MBAI,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S6,,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S6 [DJIB JEDD],,JED&,#N/A,In Service,Customer Premises - Generic,DJIB,DJIBOUTI,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S6 [DJIB SUEZ],,SUCL,#N/A,In Service,Carrier - Cable Station,DJIB,DJIBOUTI,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S6 [JEDD SUEZ],,SUCL,#N/A,In Service,Carrier - Cable Station,JED&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S7,,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S7 [ALEX SUEZ],,SUCL,#N/A,In Service,Carrier - Cable Station,ALY&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S8,,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S8 [ALEX CHNA],,CHLS,#N/A,In Service,Carrier - Cable Station,ALY&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S8 [ALEX MARM],,MALS,#N/A,In Service,Carrier - Cable Station,ALY&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S8 [ALEX MZRA],,MZLS,ITALY,In Service,Carrier - Cable Station,ALY&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S8 [ALEX SBRA],,SBRA,#N/A,In Service,Carrier - Cable Station,ALY&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S8 [ALEX YRKP],,YRKP,#N/A,In Service,Carrier - POP,ALY&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S8 [CHNA MZRA],,MZLS,ITALY,In Service,Carrier - Cable Station,CHLS,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S8 [CHNA YRKP],,YRKP,#N/A,In Service,Carrier - POP,CHLS,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S8 [MARM SBRA],,SBRA,#N/A,In Service,Carrier - Cable Station,MALS,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S8 [MZRA SBRA],,SBRA,#N/A,In Service,Carrier - Cable Station,MZLS,ITALY,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S8 [MZRA TETU],,TETU,#N/A,In Service,Carrier - POP,MZLS,ITALY,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S8 [MZRA YRKP],,YRKP,#N/A,In Service,Carrier - POP,MZLS,ITALY,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S8 [SBRA TETU],,TETU,#N/A,In Service,Carrier - POP,SBRA,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S9,,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S9 [PENM SBRA],,SBRA,#N/A,In Service,Carrier - Cable Station,PENM,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S10,,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S10 [GOON NDEN],,NOLS,#N/A,In Service,Carrier - Cable Station,GOBT,UNITED KINGDOM,In Service,Carrier - POP,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S10 [GOON OSTD],,OOLS,#N/A,In Service,Carrier - Cable Station,GOBT,UNITED KINGDOM,In Service,Carrier - POP,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S10 [GOON PENM],,PENM,#N/A,In Service,Carrier - Cable Station,GOBT,UNITED KINGDOM,In Service,Carrier - POP,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S10 [NDEN OSTD],,OOLS,#N/A,In Service,Carrier - Cable Station,NOLS,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S10 [NDEN PENM],,PENM,#N/A,In Service,Carrier - Cable Station,NOLS,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW3 CABLE NETWORK,SMW3 S10 [OSTD PENM],,PENM,#N/A,In Service,Carrier - Cable Station,OOLS,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW4 CABLE NETWORK,SMW4 [IMNV -ISTT],,ISTT,SINGAPORE,In Service,Telstra International POP,IMNV,INDIA,In Service,Telstra International POP,PS,69.041,30,,
Subsea,,SMW4 CABLE NETWORK,SMW4 [MBBI - TUAS],,TUAS,SINGAPORE,In Service,Telstra International POP,MBBI,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW4 CABLE NETWORK,SMW4 [MRSJ - TUAS],,TUAS,SINGAPORE,In Service,Telstra International POP,MRSJ,FRANCE,Decommissioned,Telstra International POP,NA,,,,
Subsea,,SMW4 CABLE NETWORK,SMW4 [UFSH - TUAS],,UFSH,UNITED ARAB EMIRATES,In Service,Telstra International POP,TUAS,SINGAPORE,In Service,Telstra International POP,PS,71.52,30,,
Subsea,,SMW4 CABLE NETWORK,SMW4 S1A [CHN-COX],,DAC&,#N/A,In Service,Customer Premises - Generic,CHBH,#N/A,In Service,Carrier - POP,NA,,,,
Subsea,,SMW4 CABLE NETWORK,SMW4 S1A [CHN-TUS],,TUAS,SINGAPORE,In Service,Telstra International POP,CHBH,#N/A,In Service,Carrier - POP,NA,,,,
Subsea,,SMW4 CABLE NETWORK,SMW4 S1A [COX-SAT],,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,SATS,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW4 CABLE NETWORK,SMW4 S1A [MLK-SAT],,SATS,#N/A,In Service,Carrier - Cable Station,MLKS,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW4 CABLE NETWORK,SMW4 S1A [MLK-TUS],,TUAS,SINGAPORE,In Service,Telstra International POP,MLKS,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW4 CABLE NETWORK,SMW4 S1A [SAT-TUS],,TUAS,SINGAPORE,In Service,Telstra International POP,SATS,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW4 CABLE NETWORK,SMW4 S1B [CHN-CMB],,MBAI,#N/A,In Service,Carrier - Cable Station,CHBH,#N/A,In Service,Carrier - POP,NA,,,,
Subsea,,SMW4 CABLE NETWORK,SMW4 S1B [CHN-MUM],,MBBI,#N/A,In Service,Carrier - Cable Station,CHBH,#N/A,In Service,Carrier - POP,NA,,,,
Subsea,,SMW4 CABLE NETWORK,SMW4 S1B [CMB-MUM],,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,MBBI,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW4 CABLE NETWORK,SMW4 S2A [FUJ-JED],,JEDD,#N/A,In Service,Carrier - Cable Station,FUJ&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SMW4 CABLE NETWORK,SMW4 S2A [FUJ-KAR],,KHI&,#N/A,In Service,Customer Premises - Generic,FUJ&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SMW4 CABLE NETWORK,SMW4 S2A [JED-MUM],,MBBI,#N/A,In Service,Carrier - Cable Station,JEDD,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW4 CABLE NETWORK,SMW4 S2A [KAR-MUM],,MBBI,#N/A,In Service,Carrier - Cable Station,KHI&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SMW4 CABLE NETWORK,SMW4 S3 [ALX-JED],,JEDD,#N/A,In Service,Carrier - Cable Station,ALEX,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW4 CABLE NETWORK,SMW4 S4 [ALX-MRM],,MRLS,#N/A,In Service,Carrier - Cable Station,ALEX,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW4 CABLE NETWORK,SMW4 S4 [ALX-PLM],,PLM&,#N/A,In Service,Customer Premises - Generic,ALEX,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW5 CABLE NETWORK,SMW5 [EQ3-TUS],,TUAS,SINGAPORE,In Service,Telstra International POP,ISTT,SINGAPORE,In Service,Telstra International POP,PS,1.041,30,,
Subsea,,SMW5 CABLE NETWORK,SMW5 [KBA-MTR],,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SMW5 CABLE NETWORK,SMW5 [MRM-DJI],,MRS1,#N/A,In Service,Carrier - POP,DJIB,DJIBOUTI,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SMW5 CABLE NETWORK,SMW5 [MRM-TUS],,TUAS,SINGAPORE,In Service,Telstra International POP,MRSJ,FRANCE,Decommissioned,Telstra International POP,NA,,,,
Subsea,,SMW5 CABLE NETWORK,SMW5 [MRS1 - ISTT],,MRS1,#N/A,In Service,Carrier - POP,ISTT,SINGAPORE,In Service,Telstra International POP,NA,,,,
Subsea,,SMW5 CABLE NETWORK,SMW5 [MRS-DJB],,SJTE,SOUTH AFRICA,In Service,Telstra International POP,JIB&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SMW5 CABLE NETWORK,SMW5 [MRSJ-ISTT],,MRSJ,FRANCE,Decommissioned,Telstra International POP,ISTT,SINGAPORE,In Service,Telstra International POP,NA,,,,
Subsea,,SMW5 CABLE NETWORK,SMW5 [MTR-TUS],,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SMW5 CABLE NETWORK,SMW5 [PLM-TUS],,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SMW5 CABLE NETWORK,SMW5 [SGS-TUS],,TUAS,SINGAPORE,In Service,Telstra International POP,SGGS,SINGAPORE,In Service,Telstra International POP,PS,1.2,30,,
Subsea,,Southeast Asia United States Cable System,SEA-US [PIT1-MKA2],,PIT1,#N/A,In Service,Carrier - Cable Station,MKA2,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,Southeast Asia United States Cable System,SEA-US [ULAL-PAN1],,ULAL,UNITED STATES OF AMERICA,In Service,Telstra International POP,MDC&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Subsea,,Southeast Asia United States Cable System,SEA-US S2 & S3 [DVO-PIT],,PIT1,#N/A,In Service,Carrier - Cable Station,PDVO,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,Southeast Asia United States Cable System,SEA-US S4 & S5 [PIT-MKA],,PIT1,#N/A,In Service,Carrier - Cable Station,MKA2,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,Southeast Asia United States Cable System,SEA-US S4 & S6 [PIT-LA2],,ULAL,UNITED STATES OF AMERICA,In Service,Telstra International POP,PIT1,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,Southeast Asia United States Cable System,SEA-US S5 & S6 [MKA-LA2],,ULAL,UNITED STATES OF AMERICA,In Service,Telstra International POP,MKA2,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SOUTHERN CROSS CABLE NETWORK,SX NEXT [SUV TAK],,TACL,NEW ZEALAND,In Service,Carrier - Cable Station,SUV&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SOUTHERN CROSS CABLE NETWORK,SX SG1 [KAH SUV],,SUV&,#N/A,In Service,Customer Premises - Generic,KPLS,UNITED STATES OF AMERICA,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SOUTHERN CROSS CABLE NETWORK,SX SG2 [BRO SUV],,SXBR,AUSTRALIA,In Service,Carrier - Cable Station,SUV&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SOUTHERN CROSS CABLE NETWORK,SX SJ1 [HIL SEA],,SEA&,#N/A,In Service,Customer Premises - Generic,HILS,UNITED STATES OF AMERICA,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SOUTHERN CROSS CABLE NETWORK,SX SJ2 [HIL SEA],,SEA&,#N/A,In Service,Customer Premises - Generic,HILS,UNITED STATES OF AMERICA,In Service,Carrier - Cable Station,NA,,,,
Subsea,,SSCS PROD TEST SANITY 1,SSCS PROD TEST SANITY 1 AB-19-TVT9,,TVT9,#N/A,In Service,Telstra International POP,AB19,#N/A,Decommissioned,Telstra International POP,NA,,,,
Subsea,,STSR CABLE SYSTEM,STSR [FRA-KHO],,FRA&,#N/A,In Service,Customer Premises - Generic,CHM&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Subsea,,SUBC_5.0.2_PROD,SUBCSEG_5.0.2_PROD,,HKEA,HONG KONG,In Service,Telstra International POP,HKCK,HONG KONG,In Service,Telstra International POP,NA,,,,
Subsea,,SUBC_PROD,SUBCSEG_PROD,,HKEA,HONG KONG,In Service,Telstra International POP,HKCK,HONG KONG,In Service,Telstra International POP,NA,,,,
Subsea,,SUBC_PROD5.2,SUBCSEG_PROD5.2,,HKEA,HONG KONG,In Service,Telstra International POP,HKCK,HONG KONG,In Service,Telstra International POP,NA,,,,
Subsea,,SUBC_PROD_5.2.1,SUBCSEG_5.2.1,,HKEA,HONG KONG,In Service,Telstra International POP,HKCK,HONG KONG,In Service,Telstra International POP,NA,,,,
Subsea,,SUBC_PRODTEST,SUBCSEG_PRODTEST,,HKEA,HONG KONG,In Service,Telstra International POP,HKCK,HONG KONG,In Service,Telstra International POP,NA,,,,
Subsea,,SUBC_TEST,SUBCSEG_TEST,,HKEA,HONG KONG,In Service,Telstra International POP,HKCK,HONG KONG,In Service,Telstra International POP,NA,,,,
Subsea,,SUBC_Test_PROD,SUCSEGTest_PROD,,HKEA,HONG KONG,In Service,Telstra International POP,HKCK,HONG KONG,In Service,Telstra International POP,NA,,,,
Subsea,,SUBCTest,SUBCSEGTEST,,TVT9,#N/A,In Service,Telstra International POP,AFG1,#N/A,In Service,Telstra International POP,NA,,,,
Subsea,,SUBCTEST_5.0.1,SUBCSEGTEST_5.0.1,,HKEA,HONG KONG,In Service,Telstra International POP,HKCK,HONG KONG,In Service,Telstra International POP,NA,,,,
Subsea,,SUBCTEST_5.3_PROD,SUBCSEGTEST_5.3_PROD,,HKEA,HONG KONG,In Service,Telstra International POP,HKCK,HONG KONG,In Service,Telstra International POP,NA,,,,
Subsea,,SUBCTEST_DEMO,SUBCSEGTEST_DEMO,,HKEA,HONG KONG,In Service,Telstra International POP,HKCK,HONG KONG,In Service,Telstra International POP,NA,,,,
Subsea,,SUBCTEST_PROD,SUBCSEGTEST_PROD,,HKEA,HONG KONG,In Service,Telstra International POP,HKCK,HONG KONG,In Service,Telstra International POP,NA,,,,
Subsea,,SUBCTEST_PROD5.3.1,SUBCSEG_PROD5.3.1,,HKEA,HONG KONG,In Service,Telstra International POP,HKCK,HONG KONG,In Service,Telstra International POP,NA,,,,
Subsea,,SUCTEST_5.2.2,SUBCSEG_5.2.2,,HKEA,HONG KONG,In Service,Telstra International POP,HKCK,HONG KONG,In Service,Telstra International POP,NA,,,,
Subsea,,TAT12-13 CABLE NETWORK,TAT12-13 [LAD SHR],,SHRA,#N/A,In Service,Carrier - Cable Station,LELS,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,TAT14 CABLE,TAT14 [BDCL TUCL],,TUCL,#N/A,In Service,Carrier - POP,BDCL,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,TE NORTH SUBMARINE SYSTEM (Telecom Egypt North),TE NORTH [EGY-MRS],,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,,
Subsea,,TEA - TRANSIT EUROPE ASIA SYSTEM,TEA TERRESTRIAL SEGMENT,,STO&,#N/A,In Service,Customer Premises - Generic,MSC&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Subsea,,TEA - TRANSIT EUROPE ASIA SYSTEM,TRANSIT MONGOLIA TERRESTRIAL SEGMENT [FRA - HKG],,STO&,#N/A,In Service,Customer Premises - Generic,FRA&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Subsea,,TEA - TRANSIT EUROPE ASIA SYSTEM,TRANSIT MONGOLIA TERRESTRIAL SEGMENT [FRA - STO],,STO&,#N/A,In Service,Customer Premises - Generic,FRA&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Subsea,,TEA - TRANSIT EUROPE ASIA SYSTEM,TRANSIT MONGOLIA TERRESTRIAL SEGMENT [HKG - STO],,STO&,#N/A,In Service,Customer Premises - Generic,HKMI,HONG KONG,In Service,Telstra International POP,NA,,,,
Subsea,,TEA - TRANSIT EUROPE ASIA SYSTEM,TRANSIT MONGOLIA TERRESTRIAL SEGMENT [LON - STO],,STO&,#N/A,In Service,Customer Premises - Generic,LON&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Subsea,,TELSTRA ENDEAVOUR CABLE ( AHC ),TELSTRA_ENDEAVOUR [KEA SYDP],,SYDP,AUSTRALIA,In Service,Telstra International POP,KELS,UNITED STATES OF AMERICA,In Service,Telstra International POP,VR,91,50,,
Subsea,,TEST PROD 28 NOV,SSCS TEST 1,,SH26,#N/A,Decommissioned,Telstra International POP,SH26,#N/A,Decommissioned,Telstra International POP,NA,,,,
Subsea,,TEST PROD 28 NOV 2,SSCS ABC1-5SEP TEST,,ABC1,#N/A,Decommissioned,Telstra International POP,5-Sep,#N/A,Pending Decommission,Telstra International POP,NA,,,,
Subsea,,TEST PROD 28 NOV 2,SSCS TEST 2,,SH06,#N/A,Decommissioned,Telstra International POP,SH06,#N/A,Decommissioned,Telstra International POP,NA,,,,
Subsea,,TEST PROD 28 NOV 2,TEST PROD SSCS,,ABC1,#N/A,Decommissioned,Telstra International POP,5-Sep,#N/A,Pending Decommission,Telstra International POP,NA,,,,
Subsea,,TEST SSCS,TEST SSCS 1246,,5-Sep,#N/A,Pending Decommission,Telstra International POP,5-Sep,#N/A,Pending Decommission,Telstra International POP,NA,,,,
Subsea,,TESTSUBC_17177,TESTSUBCSEG_17177,,TVT9,#N/A,In Service,Telstra International POP,AFG1,#N/A,In Service,Telstra International POP,NA,,,,
Subsea,,TGA CABLE NETWORK,OXFJ - RAGL 193120 ODU2 # 01,,SYDO,AUSTRALIA,In Service,Telstra International POP,RAGL,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,TGA CABLE NETWORK,TASMAN_GLOBAL_ACCESS [RAGL SYDO],,SYDO,AUSTRALIA,In Service,Telstra International POP,RAGL,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,TGN CABLE NETWORK,TGN [1WMR-CHCC],,CHCC,JAPAN,In Service,Telstra International POP,1WMR,UNITED STATES OF AMERICA,In Service,Telstra International POP,VR,110,50,,
Subsea,,TGN CABLE NETWORK,TGN [1WMR-EQHS],,EQHS,JAPAN,In Service,Telstra International POP,1WMR,UNITED STATES OF AMERICA,In Service,Telstra International POP,VR,125,50,,
Subsea,,TGN CABLE NETWORK,TGN [CHCC-EQLA],,EQLA,UNITED STATES OF AMERICA,In Service,Telstra International POP,CHCC,JAPAN,In Service,Telstra International POP,VR,111,50,,
Subsea,,TGN CABLE NETWORK,TGN [CHCC-EQNX],,EQNX,UNITED STATES OF AMERICA,In Service,Telstra International POP,CHCC,JAPAN,In Service,Telstra International POP,VR,126,50,,
Subsea,,TGN CABLE NETWORK,TGN [MAR LAX],,MRU&,#N/A,In Service,Customer Premises - Generic,LAX&,#N/A,In Service,Customer Premises - Generic,NA,,,,
Subsea,,TGN CABLE NETWORK,TGN [ULAL-EQHS],,ULAL,UNITED STATES OF AMERICA,In Service,Telstra International POP,EQHS,JAPAN,In Service,Telstra International POP,VR,126,50,,
Subsea,,TGN CABLE NETWORK,TGN G1 [EMI NEDO],,NEDO,#N/A,In Service,Carrier - Cable Station,EMIC,JAPAN,In Service,Carrier - Cable Station,NA,,,,
Subsea,,TGN CABLE NETWORK,TGN G2 [PITI TOYO],,TOYO,#N/A,In Service,Carrier - Cable Station,PITI,#N/A,In Service,Customer Premises - Specific,NA,,,,
Subsea,,TGN CABLE NETWORK,TGN G5 [NEDO REDO],,REDO,#N/A,In Service,Carrier - Cable Station,NEDO,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,TGN CABLE NETWORK,TGN G6 [NEDO TOYO],,TOYO,#N/A,In Service,Carrier - Cable Station,NEDO,#N/A,In Service,Carrier - Cable Station,NA,,,,
Subsea,,TGN CABLE NETWORK,TGN GT1 [HILS NEDO],,NEDO,#N/A,In Service,Carrier - Cable Station,HILS,UNITED STATES OF AMERICA,In Service,Carrier - Cable Station,NA,,,,
Subsea,,TGN CABLE NETWORK,TGN GT2 [HILS NEDO],,NEDO,#N/A,In Service,Carrier - Cable Station,HILS,UNITED STATES OF AMERICA,In Service,Carrier - Cable Station,NA,,,,
Subsea,,TGN CABLE NETWORK,TGN GT3 [HILS PORT],,PNWP,#N/A,In Service,Carrier - POP,HILS,UNITED STATES OF AMERICA,In Service,Carrier - Cable Station,NA,,,,
Subsea,,TGN CABLE NETWORK,TGN GT3/4 [HILS PORT],,PNWP,#N/A,In Service,Carrier - POP,HILS,UNITED STATES OF AMERICA,In Service,Carrier - Cable Station,NA,,,,
Subsea,,TGN CABLE NETWORK,TGN GT7 [PORT SANTA CLARA],,SCA&,#N/A,In Service,Customer Premises - Generic,PNWP,#N/A,In Service,Carrier - POP,NA,,,,
Subsea,,TGN CABLE NETWORK,TGN GT10 [LAX SANTA CLARA],,SCA&,#N/A,In Service,Customer Premises - Generic,LATG,#N/A,In Service,Carrier - POP,NA,,,,
Subsea,,TGN CABLE NETWORK,TGN GT11 [LAX REDO],,REDO,#N/A,In Service,Carrier - Cable Station,LATG,#N/A,In Service,Carrier - POP,NA,,,,
Subsea,,TGN CABLE NETWORK,TGN GT13C + GT14 [EMI TOYO],,TOYO,#N/A,In Service,Carrier - Cable Station,EMIC,JAPAN,In Service,Carrier - Cable Station,NA,,,,
Subsea,,TGN CABLE NETWORK,TGN GT17A [LAX LAX],,LATG,#N/A,In Service,Carrier - POP,1WLT,UNITED STATES OF AMERICA,In Service,Telstra International POP,NA,,,,
